index,sentence1,sentence2,label
1171,The Federal Bureau of Investigation started an independent probe of the circumstances shortly after the White House made plain that President Bill Clinton considered industrial espionage a particular threat to US economic interests.,President Clinton thinks that industrial espionage is a threat to America's well being.,entailment
888,"""The black Muslim activist said that he had relieved Muhammad of his duties """"until he demonstrates that he is willing to conform to the manner of representing Allah and the honorable Elijah Muhammad (founder of the Nation of Islam)"""".""",Elijah Muhammad founded the Nation of Islam.,entailment
180,Eating lots of foods that are a good source of fiber may keep your blood glucose from rising too fast after you eat.,Fiber improves blood sugar control.,entailment
1481,Justice Sandra Day O'Connor announced her retirement in order to spend time with her ill husband.,Justice Sandra Day O'Connor announced her retirement.,entailment
2277,"Stefano Falconi, director of finance at the Massachusetts Institute of Technology (MIT), has joined Carnegie Mellon as its vice president for administration and chief financial officer. Falconi succeeds Jeff Bolton, who left the university last July to become chief financial officer at the Mayo Foundation in Rochester, Minn.",The Massachusetts Institute of Technology (MIT) appoints Stefano Falconi as chief financial officer.,not_entailment
1297,"The release of its report led to calls for a complete ivory trade ban, and at the seventh conference in 1989, the African Elephant was moved to appendix one of the treaty.",The ban on ivory trade has been effective in protecting the elephant from extinction.,not_entailment
781,Oracle had fought to keep the forms from being released,Oracle released a confidential document,not_entailment
885,"Facebook was founded by Mark Zuckerberg, an individual web developer looking to make friends at Harvard University. Although Facebook has been sued by ConnectU.com for allegedly copying its concept and data, Facebook is actually the first worldwide college network on the Internet. As one of the most popular college websites, Facebook is notable for its lack of prominent advertising. It quickly accumulated $50,000 in debt in 2004, and it took nearly a year for it to begin turning a profit, so clearly it needed a large amount of venture capital.",Mark Zuckerberg invented Facebook.,entailment
395,International journalists' organisations are accusing the U.S. government of committing war crimes in Iraq by intentionally firing at war correspondents.,US withdraws war crimes,not_entailment
1882,The first kibbutz was founded at Degania near the Sea of Galilee in 1909 and there are now some 300 kibbutzim in Israel.,The first kibbutz was founded at Degania.,entailment
1887,"George Herbert Walker Bush (born June 12, 1924) is the former 41st President of the United States of America. Almost immediately upon his return from the war in December 1944, George Bush married Barbara Pierce.",The name of George H.W. Bush's wife is Barbara.,entailment
52,"The soldiers, who were said to have been wearing Arab headdress, were accused of firing at Iraqi police when stopped at a road block.",The soldiers were driving a civilian car and were dressed in civilian clothes when a shooting took place between them and Iraqi patrols.,not_entailment
570,The planet probably got this name due to its red color; Mars is sometimes referred to as 'the Red Planet'.,Mars is called 'the red planet'.,entailment
1704,"Canada rig count at 148, down 46 compared to last week's and down 27 compared to last year's.","Last year, the tally was 148",not_entailment
1941,"Prosecutors were still expected to unseal an 11-count manslaughter indictment against the ferry's captain, Michael Gansas. He violated procedure by his absence from the wheelhouse during docking, when Smith lost control of the ferry.","Mr Smith entered his guilty plea to 11 counts of manslaughter and also to lying to investigators about his medical history, under an agreement reached with prosecutors.",not_entailment
468,"Movil Access, a Grupo Salinas company, announced today that Gustavo Guzman will appoint Jose Luis Riera as company CFO of Grupo Iusacell.",Movil Access appoints Gustavo Guzman as CFO.,not_entailment
2002,"The Kalido Technical Advisory Board members include Boris Evelson, founder and managing partner, Textra Group, Inc., and Bill Inmon, president, Inmon Data Systems.",Boris Evelson founded the Kalido Technical Advisory Board.,not_entailment
1759,"Speaking about the papal visit, Castro also said the government had agreed to make available half of its transport to ensure people can attend masses the pope will celebrate in the cities of Havana, Santa Clara, Camaguey and Santiago de Cuba. Cuban church authorities have been concerned there will not be enough transport.",Papal travel is affected by political concerns.,not_entailment
2108,The city continued to grow through much of the 20th century.,"The city continued to grow, but its services deteriorated.",not_entailment
1198,"During the weekend of Sunday 28 December the 75 year old children's clothes retailer, Adams Childrenswear called in administrators PricewaterhouseCoopers. Adams had previously been placed in administration with PricewaterhouseCoopers in 2006, but was rescued by Northern Irish businessman John Shannon in February 2007. A large rebranding followed in 2008, after 42 stores were closed. Adams has outlets worldwide in places such as Saudi Arabia, and also makes clothing under the Mini Mode brand for Boots. At the time of the 2008 administration there were 260 stores in the UK and 116 outlets overseas, employing around 2000 people. Adams is reported to owe around £20 million to Mr Shannon and £10 million to Burdale.",The UK retailer Zavvi has called in administrators during Christmas.,not_entailment
1878,"""Thirty years ago [1969], Neil Armstrong took humanity's first small step on the moon, declaring it """"one giant leap for mankind"""" only to have the space program retreat to tinkering in low Earth orbit.""",The moon was first touched by mankind in 1969.,entailment
67,Sonia Gandhi can be defeated in the next elections in India by BJP.,Sonia Gandhi is defeated by BJP.,not_entailment
